State,Date,Aerosol_Cans,,,
MS,2016,0,,,
LA,2016,1,,,
LA,2016,0,,,
LA,2016,0,,,
CA,2016,0,,,
CA,2016,0,,,
CA,2016,1,,,
CA,2016,0,,,
VA,2016,0,,,
OR,2016,0,,,
OR,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
VA,2016,0,,,
WA,2016,0,,,
AK,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
WA,2016,1,,,
CA,2016,0,,,
WA,2016,1,,,
CA,2016,0,,,
CA,2016,0,,,
VA,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
OR,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
OR,2016,0,,,
AK,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
FL,2016,0,,,
FL,2016,0,,,
FL,2016,0,,,
OR,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
VA,2016,1,,,
CA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
OR,2016,0,,,
WA,2016,0,,,
VA,2016,0,,,
HI,2016,0,,,
TX,2016,0,,,
AK,2016,0,,,
CA,2016,1,,,
WA,2016,0,,,
VA,2016,0,,,
AK,2016,0,,,
Hi,2016,1,,,
WA,2016,0,,,
CA,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
HI,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
CA,2016,0,,,
TX,2016,0,,,
CA,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
MS,2016,0,,,
MS,2016,0,,,
MS,2016,0,,,
MS,2016,0,,,
MS,2016,0,,,
MS,2016,0,,,
FL,2016,0,,,
FL,2016,0,,,
FL,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
VA,2016,0,,,
NJ,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
NJ,2016,0,,,
OR,2016,0,,,
Hi,2016,0,,,
WA,2016,0,,,
VA,2016,0,,,
Hi,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
AK,2016,0,,,
VA,2016,0,,,
OR,2016,0,,,
OR,2016,0,,,
Hi,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
LA,2016,2,,,
WA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
VA,2016,6,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
HI,2016,0,,,
AK,2016,0,,,
CA,2016,0,,,
OR,2016,0,,,
CA,2016,0,,,
CA,2016,0,,,
FL,2016,0,,,
FL,2016,1,,,
FL,2016,0,,,
CA,2016,0,,,
Hi,2016,0,,,
MS,2016,0,,,
MS,2016,1,,,
MS,2016,0,,,
LA,2016,0,,,
LA,2016,0,,,
LA,2016,0,,,
Hi,2016,0,,,
Hi,2016,0,,,
WA,2016,0,,,
VA,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
OR,2016,0,,,
VA,2016,0,,,
VA,2016,0,,,
WA,2016,0,,,
Ng,2016,0,,,
Ng,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
OR,2016,1,,,
HI,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
LA,2016,0,,,
WA,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
TX,2016,1,,,
AK,2016,0,,,
TX,2016,0,,,
VA,2016,0,,,
TX,2016,0,,,
TX,2016,0,,,
CA,2016,0,,,
FL,2016,0,,,
FL,2016,0,,,
FL,2016,4,,,
WA,2016,0,,,
WA,2016,0,,,
OR,2016,0,,,
Hi,2016,0,,,
Ng,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
VA,2016,0,,,
OR,2016,0,,,
WA,2016,0,,,
Hi,2016,0,,,
Hi,2016,0,,,
WA,2016,0,,,
WA,2016,0,,,
WA,2016,1,,,
HI,2016,1,,,
CA,2016,0,,,
CA,2016,0,,,
OR,2016,0,,,
VA,2016,0,,,
VA,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,1,,,
WA,2017,0,,,
FL,2017,0,,,
FL,2017,0,,,
FL,2017,0,,,
AL,2017,1,,,
AL,2017,0,,,
AL,2017,0,,,
Hi,2017,0,,,
Hi,2017,0,,,
LA,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,1,,,
MS,2017,0,,,
MS,2017,0,,,
OR,2017,0,,,
VA,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
OR,2017,1,,,
FL,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
MA,2017,0,,,
VA,2017,0,,,
MA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
VA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
CA,2017,0,,,
CA,2017,1,,,
WA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
BC,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
MA,2017,1,,,
VA,2017,0,,,
WA,2017,0,,,
AL,2017,0,,,
AL,2017,0,,,
AL,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
FL,2017,0,,,
FL,2017,0,,,
FL,2017,0,,,
VA,2017,0,,,
CA,2017,0,,,
LA,2017,0,,,
Ng,2017,0,,,
Ng,2017,1,,,
Ng,2017,0,,,
WA,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,2,,,
LA,2017,1,,,
LA,2017,0,,,
LA,2017,0,,,
OR,2017,0,,,
MA,2017,0,,,
Hi,2017,0,,,
Hi,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
OR,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
CA,2017,3,,,
Ng,2017,0,,,
Ng,2017,0,,,
CA,2017,0,,,
Ng,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
VA,2017,0,,,
VA,2017,1,,,
Hi,2017,0,,,
WA,2017,0,,,
CA,2017,1,,,
LA,2017,0,,,
LA,2017,0,,,
HI,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
FL,2017,0,,,
WA,2017,0,,,
Hi,2017,0,,,
VA,2017,0,,,
OR,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
TX,2017,0,,,
TX,2017,1,,,
TX,2017,0,,,
TX,2017,2,,,
TX,2017,0,,,
TX,2017,1,,,
CA,2017,0,,,
TX,2017,0,,,
CA,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
CA,2017,1,,,
Ng,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
WA,2017,0,,,
Ng,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
OR,2017,0,,,
CA,2017,0,,,
VA,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
VA,2017,0,,,
LA,2017,0,,,
CA,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
OR,2017,0,,,
Hi,2017,0,,,
OR,2017,0,,,
VA,2017,0,,,
OR,2017,0,,,
CA,2017,0,,,
FL,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
HI,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
TX,2017,0,,,
OR,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
AK,2017,1,,,
WA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
Hi,2017,0,,,
VA,2017,0,,,
CA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
HI,2017,0,,,
Hi,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
HI,2017,0,,,
WA,2017,0,,,
VA,2017,1,,,
LA,2017,0,,,
FL,2017,0,,,
CA,2017,1,,,
OR,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
CA,2017,1,,,
TX,2017,0,,,
OR,2017,0,,,
OR,2017,0,,,
OR,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,1,,,
VA,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
OR,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
HI,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
VA,2017,1,,,
HI,2017,0,,,
Hi,2017,0,,,
LA,2017,0,,,
MA,2017,1,,,
HI,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
Hi,2017,2,,,
FL,2017,0,,,
Ya,2017,0,,,
CA,2017,0,,,
AK,2017,0,,,
VA,2017,0,,,
OR,2017,0,,,
WA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,1,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
HI,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
AK,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
Hi,2017,0,,,
MA,2017,4,,,
WA,2017,0,,,
WA,2017,0,,,
HI,2017,0,,,
WA,2017,0,,,
Hi,2017,0,,,
LA,2017,0,,,
HI,2017,0,,,
Ha,2017,5,,,
CA,2017,0,,,
Ha,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
VA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
OR,2017,0,,,
OR,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
TX,2017,0,,,
WA,2017,0,,,
CA,2017,1,,,
CA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
WA,2017,3,,,
WA,2017,0,,,
VA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,1,,,
Hi,2017,1,,,
Hi,2017,0,,,
WA,2017,0,,,
MA,2017,0,,,
FL,2017,0,,,
OR,2017,0,,,
VA,2017,0,,,
LA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
Ha,2017,0,,,
HI,2017,0,,,
Ha,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
HI,2017,0,,,
Hi,2017,0,,,
AK,2017,1,,,
CA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
VA,2017,1,,,
WA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,2,,,
AK,2017,0,,,
Hi,2017,0,,,
Hi,2017,2,,,
MA,2017,0,,,
Ha,2017,0,,,
Hi,2017,0,,,
VA,2017,1,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
LA,2017,0,,,
VA,2017,0,,,
Ha,2017,0,,,
HI,2017,0,,,
Ha,2017,1,,,
Ha,2017,0,,,
WA,2017,0,,,
NA,2017,0,,,
OR,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
OR,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
FL,2017,0,,,
Hi,2017,0,,,
CA,2017,0,,,
HI,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
CA,2017,5,,,
WA,2017,0,,,
Ha,2017,0,,,
WA,2017,0,,,
AK,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
Ha,2017,0,,,
VA,2017,0,,,
OR,2017,0,,,
Ha,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
AK,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
LA,2017,0,,,
HI,2017,0,,,
WA,2017,0,,,
OR,2017,0,,,
OR,2017,0,,,
OR,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
Ha,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
AK,2017,0,,,
VA,2017,0,,,
Ha,2017,0,,,
Ha,2017,0,,,
Ha,2017,0,,,
HI,2017,0,,,
WA,2017,0,,,
HI,2017,0,,,
FL,2017,2,,,
WA,2017,0,,,
LA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
LA,2017,0,,,
LA,2017,0,,,
WA,2017,0,,,
OR,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
CA,2017,0,,,
VA,2017,0,,,
Ha,2017,0,,,
MA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
LA,2017,0,,,
CA,2017,0,,,
FL,2017,0,,,
FL,2017,0,,,
VA,2017,0,,,
Ha,2017,0,,,
Ha,2017,0,,,
HI,2017,0,,,
AK,2017,0,,,
Ha,2017,0,,,
OR,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
AK,2017,0,,,
CA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2018,0,,,
OR,2018,0,,,
VA,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
CA,2018,3,,,
Ha,2018,0,,,
Ha,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
VA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
OR,2018,8,,,
HI,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
VA,2018,0,,,
LA,2018,0,,,
CA,2018,0,,,
CA,2018,2,,,
MA,2018,0,,,
WA,2018,0,,,
CA,2018,1,,,
WA,2018,0,,,
VA,2018,0,,,
ME,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
Ha,2018,0,,,
Ha,2018,1,,,
WA,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,1,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
VA,2018,0,,,
ME,2018,2,,,
CA,2018,0,,,
ME,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,1,,,
HI,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
ME,2018,0,,,
WA,2018,0,,,
VA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
LA,2018,0,,,
LA,2018,0,,,
FL,2018,0,,,
VA,2018,0,,,
AI,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
ME,2018,0,,,
CA,2018,0,,,
OR,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
VA,2018,0,,,
CA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
ME,2018,0,,,
Ha,2018,0,,,
Ha,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,1,,,
HI,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
LA,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
AK,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
Ha,2018,1,,,
Ha,2018,0,,,
AK,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
Hi,2018,0,,,
Hi,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
OR,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
FL,2018,0,,,
VA,2018,0,,,
LA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
VA,2018,3,,,
FL,2018,0,,,
Ha,2018,0,,,
Ha,2018,0,,,
NJ,2018,0,,,
WA,2018,0,,,
AK,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
AK,2018,0,,,
AK,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
JA,2018,0,,,
HI,2018,0,,,
FL,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
LA,2018,0,,,
VA,2018,0,,,
VA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
AK,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
CA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
LA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,1,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
LA,2018,1,,,
HI,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
AK,2018,2,,,
CA,2018,0,,,
CA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
LA,2018,0,,,
OR,2018,0,,,
CA,2018,1,,,
CA,2018,0,,,
CA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,2,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
NC,2018,0,,,
CA,2018,0,,,
LA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
AK,2018,0,,,
HI,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
WA,2018,1,,,
LA,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
OR,2018,0,,,
CA,2018,0,,,
NC,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,1,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
LA,2018,0,,,
FL,2018,0,,,
HI,2018,0,,,
NC,2018,0,,,
CA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
